phase,lag,n_on,n_off,n_total,p_on,H_uncond,H_cond,IG_bits,MI_bits,KL_on_bits,KL_off_bits,q90_shift,n_bins,underpowered,bestlag_phase,window_mode,gate_source,gate_percentile,gate_threshold,gate_train,block_len,n_null,bin_method,bins_min,bins_max,fixed_bins,test_window,target,underpowered_policy,two_sided,min_on,min_off,min_total,condition_file,condition_var,condition_values,w_bins
3,6,0,0,127,,3.222643209473928,3.1324762027590243,,0.09016700671490385,,,,13,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,7,0,0,127,,3.0286273533596932,2.962216345471337,,0.06641100788835619,,,,11,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,8,0,0,127,,3.1710401643332466,3.171664347193066,,-0.0006241828598194665,,,,13,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,9,0,0,127,,3.1096974582858947,2.9659383576256513,,0.14375910066024344,,,,11,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,10,0,0,127,,3.2328652490935723,3.159855664243476,,0.07300958485009623,,,,13,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,11,0,0,127,,3.1220614195861565,3.0821331692839022,,0.03992825030225422,,,,12,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,12,0,0,127,,3.1780722425890864,3.0590217475741825,,0.11905049501490383,,,,12,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,13,0,0,127,,3.1820234469693367,2.942656128187342,,0.2393673187819947,,,,12,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,14,0,0,127,,3.2531233197574982,3.028989781812981,,0.22413353794451707,,,,13,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,15,0,0,127,,3.070944916242357,2.871395798099691,,0.19954911814266607,,,,11,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,16,0,0,127,,3.101740608743407,2.917388223283918,,0.1843523854594893,,,,11,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,17,0,0,127,,3.1374444250172178,2.9650694569333944,,0.17237496808382335,,,,11,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
3,18,0,0,127,,2.964766328077353,2.8254650510971144,,0.13930127698023842,,,,10,0,0,continuous_intensity,from_file,90.0,,"1991-01-01,2010-12-31",60,1000,freedman_diaconis,10,80,30,"2011-01-01,2020-12-31",amp_phase,flag_only,0,20,100,60,manuscript_results/enso_state_daily.nc,enso_state,1,5
